Title,Authors,Corporate_Authors,Editors,Book_Editors,Source_Title,Publication_Date,Publication_Year,Volume,Issue,Part_Number,Supplement,Special_Issue,Beginning_Page,Ending_Page,Article_Number,DOI,Conference_Title,Conference_Date,Total_Citations,Average_per_Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Short Sleep Duration and Incident Coronary Artery Calcification,"King, Christopher Ryan; Knutson, Kristen L.; Rathouz, Paul J.; Sidney, Steve; Liu, Kiang; Lauderdale, Diane S.",,,,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,DEC 24 2008,2008,300,24,,,,2859,2866,,,,,207,15.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,26,17,21,15,20,10,23,22,17,7,0
Magnesium intake and incidence of metabolic syndrome among young adults,"He, K; Liu, K; Daviglus, ML; Morris, SJ; Loria, CM; Van Horn, L; Jacobs, DR; Savage, PJ",,,,CIRCULATION,APR 4 2006,2006,113,13,,,,1675,1682,,10.1161/CIRCULATIONAHA.105.588327,,,206,13.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,22,11,19,9,18,20,24,15,9,14,15,8,7,0
"Associations of plant food, dairy product, and meat intakes with 15-y incidence of elevated blood pressure in young black and white adults: the Coronary Artery Risk Development in Young Adults (CARDIA) Study","Steffen, LM; Kroenke, CH; Yu, XH; Pereira, MA; Slattery, ML; Van Horn, L; Gross, MD; Jacobs, DR",,,,AMERICAN JOURNAL OF CLINICAL NUTRITION,DEC 2005,2005,82,6,,,,1169,1177,,,,,205,12.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,19,13,11,31,18,10,17,12,16,13,6,9,0
"Risk factors for the metabolic syndrome - The Coronary Artery Risk Development in Young Adults (CARDIA) study, 1985-2001","Carnethon, MR; Loria, CM; Hill, JO; Sidney, S; Savage, PJ; Liu, K",,,,DIABETES CARE,NOV 2004,2004,27,11,,,,2707,2715,,10.2337/diacare.27.11.2707,,,204,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,10,12,25,14,20,19,9,16,4,17,14,10,4,0
Relationship of early life stress and psychological functioning to adult C-reactive protein in the coronary artery risk development in young adults study,"Taylor, Shelley E.; Lehman, Barbara J.; Kiefe, Catarina I.; Seeman, Teresa E.",,,,BIOLOGICAL PSYCHIATRY,OCT 15 2006,2006,60,8,,,,819,824,,10.1016/j.biopsych.2006.03.016,,,202,13.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,15,10,19,20,18,20,10,16,27,13,13,11,0
"THE CARDIA DIETARY HISTORY - DEVELOPMENT, IMPLEMENTATION, AND EVALUATION","MCDONALD, A; VANHORN, L; SLATTERY, M; HILNER, J; BRAGG, C; CAAN, B; JACOBS, D; LIU, K; HUBERT, H; GERNHOFER, N; BETZ, E; HAVLIK, D",,,,JOURNAL OF THE AMERICAN DIETETIC ASSOCIATION,SEP 1991,1991,91,9,,,,1104,1112,,,,,200,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,3,5,14,14,7,6,3,3,4,9,7,5,6,4,9,12,7,9,11,6,10,7,7,4,10,7,0
ASSOCIATION OF FASTING INSULIN WITH BLOOD-PRESSURE AND LIPIDS IN YOUNG-ADULTS - THE CARDIA STUDY,"MANOLIO, TA; SAVAGE, PJ; BURKE, GL; LIU, K; WAGENKNECHT, LE; SIDNEY, S; JACOBS, DR; ROSEMAN, JM; DONAHUE, RP; OBERMAN, A",,,,ARTERIOSCLEROSIS,MAY-JUN 1990,1990,10,3,,,,430,436,,10.1161/01.ATV.10.3.430,,,200,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,17,14,17,16,20,13,13,4,5,8,10,4,6,2,5,1,4,1,3,1,2,1,3,1,2,4,1,1,0
"Self-reported health, perceived racial discrimination, and skin color in African Americans in the CARDIA study","Borrell, Luisa N.; Kiefe, Catarina I.; Williams, David R.; Diez-Roux, Ana V.; Gordon-Larsen, Penny",,,,SOCIAL SCIENCE & MEDICINE,SEP 2006,2006,63,6,,,,1415,1427,,10.1016/j.socscimed.2006.04.008,,,197,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,17,14,17,19,17,15,17,15,16,15,12,0
Racial differences in amounts of visceral adipose tissue in young adults: the CARDIA (coronary artery risk development in young adults) study,"Hill, JO; Sidney, S; Lewis, CE; Tolan, K; Scherzinger, AL; Stamm, ER",,,,AMERICAN JOURNAL OF CLINICAL NUTRITION,MAR 1999,1999,69,3,,,,381,387,,,,,187,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,9,10,10,11,14,16,15,11,10,9,8,8,9,14,4,5,8,2,3,0
Relations of hyperuricemia with the various components of the Insulin Resistance Syndrome in young black and white adults: The CARDIA study,"Rathmann, W; Funkhouser, E; Dyer, AR; Roseman, JM",,,,ANNALS OF EPIDEMIOLOGY,MAY 1998,1998,8,4,,,,250,261,,10.1016/S1047-2797(97)00204-4,,,185,8.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,3,5,12,8,17,12,13,12,16,13,10,10,9,8,10,6,5,2,0
Self-reported racial discrimination and substance use in the coronary artery risk development in adults study,"Borrell, Luisa N.; Jacobs, David R., Jr.; Williams, David R.; Pletcher, Mark J.; Houston, Thomas K.; Kiefe, Catarina I.",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,NOV 1 2007,2007,166,9,,,,1068,1079,,10.1093/aje/kwm180,,,180,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,15,13,20,17,15,10,20,14,11,16,15,0
Healthy Lifestyle Through Young Adulthood and the Presence of Low Cardiovascular Disease Risk Profile in Middle Age The Coronary Artery Risk Development in (Young) Adults (CARDIA) Study,"Liu, Kiang; Daviglus, Martha L.; Loria, Catherine M.; Colangelo, Laura A.; Spring, Bonnie; Moller, Arlen C.; Lloyd-Jones, Donald M.",,,,CIRCULATION,FEB 28 2012,2012,125,8,,,,996,U92,,10.1161/CIRCULATIONAHA.111.060681,,,172,19.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,13,13,26,22,29,24,14,0
"Serum androgen concentrations in young men: A longitudinal analysis of associations with age, obesity, and race. The CARDIA Male Hormone Study","Gapstur, SM; Gann, PH; Kopp, P; Colangelo, L; Longcope, C; Liu, K",,,,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,OCT 2002,2002,11,10,1,,,1041,1047,,,,,172,9.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,15,13,10,13,17,13,9,14,7,8,3,9,8,3,3,0
Differences in Lp[a] concentrations and apo[a] polymorphs between black and white Americans,"Marcovina, SM; Albers, JJ; Wijsman, E; Zhang, ZH; Chapman, NH; Kennedy, H",,,,JOURNAL OF LIPID RESEARCH,DEC 1996,1996,37,12,,,,2569,2585,,,,,171,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,7,7,11,12,6,7,5,8,8,6,7,6,9,6,9,12,9,0,6,2,0
Active Commuting and Cardiovascular Disease Risk The CARDIA Study,"Gordon-Larsen, Penny; Boone-Heinonen, Janne; Sidney, Steve; Sternfeld, Barbara; Jacobs, David R., Jr.; Lewis, Cora E.",,,,ARCHIVES OF INTERNAL MEDICINE,JUL 13 2009,2009,169,13,,,,1216,1223,,10.1001/archinternmed.2009.163,,,170,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,13,14,24,19,14,20,11,21,13,6,0
RR interval variability is inversely related to inflammatory markers: The CARDIA study,"Sloan, Richard P.; McCreath, Heather; Tracey, Kevin J.; Sidney, Stephen; Liu, Kiang; Seeman, Teresa",,,,MOLECULAR MEDICINE,MAR-APR 2007,2007,13,3-4,,,,178,184,,10.2119/2006-00112.Sloan,,,168,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,13,12,15,21,17,10,12,15,11,11,5,0
Diurnal cortisol decline is related to coronary calcification: CARDIA study,"Matthews, Karen; Schwartz, Joseph; Cohen, Sheldon; Seeman, Teresa",,,,PSYCHOSOMATIC MEDICINE,SEP-OCT 2006,2006,68,5,,,,657,661,,10.1097/01.psy.0000244071.42939.0e,,,165,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,10,15,18,13,15,13,19,21,9,4,4,0
Ten-year incidence of elevated blood pressure and its predictors: The CARDIA Study,"Dyer, AR; Liu, K; Walsh, M; Kiefe, C; Jacobs, DR; Bild, DE",,,,JOURNAL OF HUMAN HYPERTENSION,JAN 1999,1999,13,1,,,,13,21,,10.1038/sj.jhh.1000740,,,165,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,4,11,9,9,10,11,15,8,14,9,10,6,9,7,9,6,2,4,0
Early adult risk factor levels and subsequent coronary artery calcification - The CARDIA study,"Loria, Catherine M.; Liu, Kiang; Lewis, Cora E.; Hulley, Stephen B.; Sidney, Stephen; Schreiner, Pamela J.; Williams, O. Dale; Bild, Diane E.; Detrano, Robert",,,,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,MAY 22 2007,2007,49,20,,,,2013,2020,,10.1016/j.jacc.2007.03.009,,,164,11.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,12,11,15,14,10,12,13,16,10,23,7,0
Excess gains in weight and waist circumference associated with childbearing: The Coronary Artery Risk Development in Young Adults Study (CARDIA),"Gunderson, EP; Murtaugh, MA; Lewis, CE; Quesenberry, CP; West, DS; Sidney, S",,,,INTERNATIONAL JOURNAL OF OBESITY,APR 2004,2004,28,4,,,,525,535,,10.1038/sj.ijo.0802551,,,163,9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,12,13,12,11,12,20,11,17,10,13,5,8,4,0
RECRUITMENT IN THE CORONARY-ARTERY DISEASE RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY,"HUGHES, GH; CUTTER, G; DONAHUE, R; FRIEDMAN, GD; HULLEY, S; HUNKELER, E; JACOBS, DR; LIU, K; ORDEN, S; PIRIE, P; TUCKER, B; WAGENKNECHT, L",,,,CONTROLLED CLINICAL TRIALS,DEC 1987,1987,8,4,,S,,S68,S73,,,,,162,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,2,3,2,3,0,2,1,1,2,5,7,10,5,11,9,15,11,9,11,10,8,8,5,4,4,5,0
Association of hostility with coronary artery calcification in young adults - The CARDIA study,"Iribarren, C; Sidney, S; Bild, DE; Liu, K; Markovitz, JH; Roseman, JM; Matthews, K",,,,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,MAY 17 2000,2000,283,19,,,,2546,2551,,10.1001/jama.283.19.2546,"Annual Meeting of the Conference on Cardiovascular Disease, Epidemiology, and Prevention","MAR 24-27, 1999",159,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,14,11,13,14,13,6,5,12,11,13,6,4,8,2,3,2,4,4,0,0
COMPARISON OF 2 METHODS OF ASSESSING PHYSICAL-ACTIVITY IN THE CORONARY-ARTERY RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY,"SIDNEY, S; JACOBS, DR; HASKELL, WL; ARMSTRONG, MA; DIMICCO, A; OBERMAN, A; SAVAGE, PJ; SLATTERY, ML; STERNFELD, B; VANHORN, L",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,JUN 15 1991,1991,133,12,,,,1231,1245,,10.1093/oxfordjournals.aje.a115835,,,157,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,4,4,4,5,7,1,6,3,1,4,5,9,9,7,10,3,5,10,7,10,8,3,3,7,9,1,0
Maintaining a High Physical Activity Level Over 20 Years and Weight Gain,"Hankinson, Arlene L.; Daviglus, Martha L.; Bouchard, Claude; Carnethon, Mercedes; Lewis, Cora E.; Schreiner, Pamela J.; Liu, Kiang; Sidney, Stephen",,,,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,DEC 15 2010,2010,304,23,,,,2603,2610,,10.1001/jama.2010.1843,,,154,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,19,22,18,17,20,16,10,11,0
"ASSOCIATIONS OF BODY-FAT AND ITS DISTRIBUTION WITH DIETARY-INTAKE, PHYSICAL-ACTIVITY, ALCOHOL, AND SMOKING IN BLACKS AND WHITES","SLATTERY, ML; MCDONALD, A; BILD, DE; CAAN, BJ; HILNER, JE; JACOBS, DR; LIU, K",,,,AMERICAN JOURNAL OF CLINICAL NUTRITION,MAY 1992,1992,55,5,,,,943,949,,,,,152,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13,9,12,10,11,7,10,8,16,6,4,4,5,1,8,3,5,1,3,4,1,2,3,0,2,0,0
EXERCISE BLOOD-PRESSURE RESPONSE AND 5-YEAR RISK OF ELEVATED BLOOD-PRESSURE IN A COHORT OF YOUNG-ADULTS - THE CARDIA STUDY,"MANOLIO, TA; BURKE, GL; SAVAGE, PJ; SIDNEY, S; GARDIN, JM; OBERMAN, A",,,,AMERICAN JOURNAL OF HYPERTENSION,MAR 1994,1994,7,3,,,,234,241,,10.1093/ajh/7.3.234,,,151,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,3,6,4,6,2,4,3,6,12,5,5,6,7,8,13,8,12,5,7,7,4,6,0
HOSTILITY AND HEALTH BEHAVIORS IN YOUNG-ADULTS - THE CARDIA STUDY,"SCHERWITZ, LW; PERKINS, LL; CHESNEY, MA; HUGHES, GH; SIDNEY, S; MANOLIO, TA",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,JUL 15 1992,1992,136,2,,,,136,145,,10.1093/oxfordjournals.aje.a116480,,,150,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,9,9,11,5,11,7,8,10,4,7,3,7,4,5,6,6,5,4,4,3,3,3,1,2,3,1,0
Cross-sectional and Longitudinal Associations Between Objectively Measured Sleep Duration and Body Mass Index,"Lauderdale, Diane S.; Knutson, Kristen L.; Rathouz, Paul J.; Yan, Lijing L.; Hulley, Stephen B.; Liu, Kiang",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,OCT 1 2009,2009,170,7,,,,805,813,,10.1093/aje/kwp230,,,146,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,19,15,18,17,10,19,12,7,13,5,0
Cardiovascular reactivity to video game predicts subsequent blood pressure increases in young men: The CARDIA study,"Markovitz, JH; Raczynski, JM; Wallace, D; Chettur, V; Chesney, MA",,,,PSYCHOSOMATIC MEDICINE,MAR-APR 1998,1998,60,2,,,,186,191,,10.1097/00006842-199803000-00014,,,145,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,7,12,11,9,4,11,5,4,9,9,13,11,6,3,3,5,0,6,3,3,0
"Area characteristics, individual-level socioeconomic indicators, and smoking in young adults - The Coronary Artery Disease Risk Development in Young Adults Study","Roux, AVD; Merkin, SS; Hannan, P; Jacobs, DR; Kiefe, CI",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,FEB 15 2003,2003,157,4,,,,315,326,,10.1093/aje/kwf207,,,142,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,10,9,11,8,9,12,10,6,10,10,5,6,5,4,0
Blood Pressure Trajectories in Early Adulthood and Subclinical Atherosclerosis in Middle Age,"Allen, Norrina B.; Siddique, Juned; Wilkins, John T.; Shay, Christina; Lewis, Cora E.; Goff, David C.; Jacobs, David R., Jr.; Liu, Kiang; Lloyd-Jones, Donald",,,,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,FEB 5 2014,2014,311,5,,,,490,497,,10.1001/jama.2013.285122,,,140,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,19,19,38,26,17,0
