Grant_Numbers,records,percent_of_total
R01 DA003188,2,0.007
R01 DA007484,2,0.007
R01 DA009275,2,0.007
R01 DA011796,2,0.007
R01 DA015360,2,0.007
R01 DA015360-03,2,0.007
R01 DA017642,2,0.007
R01 DA017937,2,0.007
R01 DA01965,2,0.007
R01 DA021181,2,0.007
R01 DA021737,2,0.007
R01 DA022967,2,0.007
R01 DA027100,2,0.007
R01 DA032922-01,2,0.007
R01 DA034739,2,0.007
R01 DA20872,2,0.007
R01 DK 102932,2,0.007
R01 DK029867,2,0.007
R01 DK031801,2,0.007
R01 DK055006,2,0.007
R01 DK059211,2,0.007
R01 DK059211-01,2,0.007
R01 DK060587,2,0.007
R01 DK060753,2,0.007
R01 DK061981,2,0.007
R01 DK065664-01-A1,2,0.007
R01 DK065664-01A1,2,0.007
R01 DK065664-03,2,0.007
R01 DK065664-04,2,0.007
R01 DK066488,2,0.007
R01 DK067426,2,0.007
R01 DK071224,2,0.007
R01 DK072041,2,0.007
R01 DK076608,2,0.007
R01 DK077659,2,0.007
R01 DK078106,2,0.007
R01 DK094434-01A1,2,0.007
R01 DK102134,2,0.007
R01 DK103668,2,0.007
R01 DK107407,2,0.007
R01 DK116738,2,0.007
R01 DK51684-01,2,0.007
R01 DK57508,2,0.007
R01 DK60587,2,0.007
R01 ES 012468,2,0.007
R01 ES 111158,2,0.007
R01 ES012468,2,0.007
R01 ES014930,2,0.007
R01 ES015579,2,0.007
R01 ES015794,2,0.007
R01 ES021357,2,0.007
R01 ES023252 02,2,0.007
R01 ES07171,2,0.007
R01 ES08977,2,0.007
R01 ES10165,2,0.007
R01 EY027004,2,0.007
R01 HD 034568,2,0.007
R01 HD-060628,2,0.007
R01 HD-065825,2,0.007
R01 HD034568-02,2,0.007
R01 HD037584,2,0.007
R01 HD039183,2,0.007
R01 HD041702,2,0.007
R01 HD042569,2,0.007
R01 HD046113-02,2,0.007
R01 HD046113-03,2,0.007
R01 HD046113-04,2,0.007
R01 HD050467,2,0.007
R01 HD061622,2,0.007
R01 HD061622-01,2,0.007
R01 HD08601301,2,0.007
R01 HD35944,2,0.007
R01 HD39304,2,0.007
R01 HD41702,2,0.007
R01 HD42187,2,0.007
R01 HD44179,2,0.007
R01 HG003229,2,0.007
R01 HL 053560,2,0.007
R01 HL 098445,2,0.007
R01 HL 103729-01A1,2,0.007
R01 HL 107577,2,0.007
R01 HL 38844,2,0.007
R01 HL 53359,2,0.007
R01 HL 71917,2,0.007
R01 HL 74814,2,0.007
R01 HL-071862,2,0.007
R01 HL-075079,2,0.007
R01 HL023727,2,0.007
R01 HL025767,2,0.007
R01 HL032050,2,0.007
R01 HL036310,2,0.007
R01 HL043851,2,0.007
R01 HL046292,2,0.007
R01 HL056346,2,0.007
R01 HL060712,2,0.007
R01 HL060894,2,0.007
R01 HL060944,2,0.007
R01 HL061019,2,0.007
R01 HL061210,2,0.007
R01 HL064142,2,0.007
R01 HL064925-08,2,0.007
R01 HL069126,2,0.007
R01 HL069988,2,0.007
R01 HL070167,2,0.007
R01 HL070713,2,0.007
R01 HL071778,2,0.007
R01 HL071778-01A1,2,0.007
R01 HL072814,2,0.007
R01 HL073208,2,0.007
R01 HL073824,2,0.007
R01 HL074366,2,0.007
R01 HL075078,2,0.007
R01 HL075478,2,0.007
R01 HL075771,2,0.007
R01 HL076532,2,0.007
R01 HL078885,2,0.007
R01 HL079235-01A1,2,0.007
R01 HL079353,2,0.007
R01 HL079383,2,0.007
R01 HL080053,2,0.007
R01 HL080295,2,0.007
R01 HL080367,2,0.007
R01 HL080477-01A1,2,0.007
R01 HL080665,2,0.007
R01 HL080665-02,2,0.007
R01 HL081202,2,0.007
R01 HL081604-04,2,0.007
R01 HL084107,2,0.007
R01 HL085106,2,0.007
R01 HL085144,2,0.007
R01 HL085978,2,0.007
R01 HL0864619,2,0.007
R01 HL086792,2,0.007
R01 HL086862,2,0.007
R01 HL087263,2,0.007
R01 HL087698-01,2,0.007
R01 HL088133,2,0.007
R01 HL089856,2,0.007
R01 HL089897,2,0.007
R01 HL090897,2,0.007
R01 HL091357,2,0.007
R01 HL092217,2,0.007
R01 HL093081,2,0.007
R01 HL094507,2,0.007
R01 HL094806,2,0.007
R01 HL098382,2,0.007
R01 HL10161-01A1,2,0.007
R01 HL103825,2,0.007
R01 HL104106,2,0.007
R01 HL104608,2,0.007
R01 HL107314,2,0.007
R01 HL107910-01,2,0.007
R01 HL111624,2,0.007
R01 HL113029,2,0.007
R01 HL113251,2,0.007
R01 HL114091,2,0.007
R01 HL114097,2,0.007
R01 HL115941,2,0.007
R01 HL121230,2,0.007
R01 HL122460,2,0.007
R01 HL126543,2,0.007
R01 HL128226,2,0.007
R01 HL129132,2,0.007
R01 HL130500,2,0.007
R01 HL132401,2,0.007
R01 HL138247,2,0.007
R01 HL139536,2,0.007
R01 HL144773-01,2,0.007
R01 HL40916,2,0.007
R01 HL44965,2,0.007
R01 HL50490,2,0.007
R01 HL51931,2,0.007
R01 HL53359,2,0.007
R01 HL58904,2,0.007
R01 HL59367,2,0.007
R01 HL60300,2,0.007
R01 HL62633-01,2,0.007
R01 HL67731,2,0.007
R01 HL69071,2,0.007
R01 HL71084,2,0.007
R01 HL76831,2,0.007
R01 HL79491,2,0.007
R01 HS 08395,2,0.007
R01 LM009719,2,0.007
R01 MD006064,2,0.007
R01 MD006086,2,0.007
R01 MD010443,2,0.007
R01 MH051415,2,0.007
R01 MH057005,2,0.007
R01 MH057318,2,0.007
R01 MH060335,2,0.007
R01 MH062482,2,0.007
R01 MH062668,2,0.007
R01 MH065340,2,0.007
R01 MH068127,2,0.007
R01 MH071537,2,0.007
R01 MH078743,2,0.007
R01 MH078995,2,0.007
R01 MH082785,2,0.007
R01 MH083784,2,0.007
R01 MH084938,2,0.007
R01 MH084963,2,0.007
R01 MH117063,2,0.007
R01 MH52239,2,0.007
R01 MH57318,2,0.007
R01 MH59688,2,0.007
R01 MH59689,2,0.007
R01 MH59770,2,0.007
R01 MH62320,2,0.007
R01 NR-015038,2,0.007
R01 NR012642,2,0.007
R01 NR01366,2,0.007
R01 NR013937,2,0.007
R01 NR04679,2,0.007
R01 NS-29993,2,0.007
R01 NS017950,2,0.007
R01 NS029993-13,2,0.007
R01 NS037853,2,0.007
R01 NS041298,2,0.007
R01 NS041466,2,0.007
R01 NS045012,2,0.007
R01 NS070837,2,0.007
R01 NS075107,2,0.007
R01 NS095441,2,0.007
R01 NS100447,2,0.007
R01 NS29993,2,0.007
R01 NS39987,2,0.007
R01 NS42733,2,0.007
R01 NS48134,2,0.007
R01 OH04270,2,0.007
R01 OH07366-01,2,0.007
R01 OHO4270,2,0.007
R01 OHO7366-01,2,0.007
R01 OHO7366-01S,2,0.007
R01-AG-032271,2,0.007
R01-AG-12264-01A1,2,0.007
R01-AG-12745,2,0.007
R01-AG018436,2,0.007
R01-AG020166,2,0.007
R01-AG032271,2,0.007
R01-AG033590,2,0.007
R01-AG034479,2,0.007
R01-AG034962,2,0.007
R01-AG09375,2,0.007
R01-AG12264-01A1,2,0.007
R01-AG19239,2,0.007
R01-AG48642,2,0.007
R01-AR0056755,2,0.007
R01-AT-004837,2,0.007
R01-CA-70731,2,0.007
R01-CA-74484,2,0.007
R01-CA-CA70731,2,0.007
R01-CA116778,2,0.007
R01-CA160245-01,2,0.007
R01-CA55069,2,0.007
R01-CA76016,2,0.007
R01-CA80205,2,0.007
R01-CA85074,2,0.007
R01-DA026831,2,0.007
R01-DA15360,2,0.007
R01-DK-053591,2,0.007
R01-DK-066358,2,0.007
R01-DK-070941,2,0.007
R01-DK-078616,2,0.007
R01-DK-080744,2,0.007
R01-DK-57508,2,0.007
R01-DK067426,2,0.007
R01-DK076770,2,0.007
R01-DK077276,2,0.007
R01-DK83539,2,0.007
R01-ES-018858,2,0.007
R01-HD-059827,2,0.007
R01-HD-059835,2,0.007
R01-HD-28016,2,0.007
R01-HD-40787,2,0.007
R01-HD055689,2,0.007
R01-HD057073,2,0.007
R01-HD27063,2,0.007
R01-HD28413,2,0.007
R01-HD39183,2,0.007
R01-HD39183-01,2,0.007
R01-HD42569,2,0.007
R01-HL-071051,2,0.007
R01-HL-071250,2,0.007
R01-HL-071251,2,0.007
R01-HL-071252,2,0.007
R01-HL-071259,2,0.007
R01-HL-084064,2,0.007
R01-HL-085323,2,0.007
R01-HL-086792,2,0.007
R01-HL-087641,2,0.007
R01-HL-35795,2,0.007
R01-HL-53359,2,0.007
R01-HL-56266,2,0.007
R01-HL-59367,2,0.007
R01-HL-74814,2,0.007
R01-HL075476,2,0.007
R01-HL086719,2,0.007
R01-HL089598,2,0.007
R01-HL090863,2,0.007
R01-HL091947,2,0.007
R01-HL093246,2,0.007
R01-HL117323,2,0.007
R01-HL119828,2,0.007
R01-HL122328,2,0.007
R01-HL136685,2,0.007
R01-HL51532-01,2,0.007
R01-HL54780,2,0.007
R01-HL65461,2,0.007
R01-HL69995,2,0.007
R01-MH059575,2,0.007
R01-MH083784,2,0.007
R01-MH44340,2,0.007
R01-MH48483,2,0.007
R01-MH60417-SUPP,2,0.007
R01-MH68920,2,0.007
R01-NR-012459,2,0.007
R01AA013328,2,0.007
R01AA020474,2,0.007
R01AA023681,2,0.007
R01AA11398,2,0.007
R01AG012975,2,0.007
R01AG017917,2,0.007
R01AG019360,2,0.007
R01AG019361,2,0.007
R01AG019362,2,0.007
R01AG019363,2,0.007
R01AG024480,2,0.007
R01AG034067,2,0.007
R01AG042210,2,0.007
R01AG051944,2,0.007
R01AG054363,2,0.007
R01AG056111,2,0.007
R01AG062309,2,0.007
R01AG13196,2,0.007
R01AG15819,2,0.007
R01AG16661,2,0.007
R01AG16790,2,0.007
R01AG30146,2,0.007
R01AG31206,2,0.007
R01AR049747,2,0.007
R01CA082659,2,0.007
R01CA118567,2,0.007
R01CA132656,2,0.007
R01CA133908,2,0.007
R01CA142081,2,0.007
R01CA207130,2,0.007
R01CA63464,2,0.007
R01CA70867,2,0.007
R01DA019623,2,0.007
R01DA025616-04S1,2,0.007
R01DA026815,2,0.007
R01DA026863-01,2,0.007
R01DA034739,2,0.007
R01DA14845,2,0.007
R01DK062378,2,0.007
R01DK075787,2,0.007
R01DK087864,2,0.007
R01DK091369,2,0.007
R01DK094796,2,0.007
R01DK096008,2,0.007
R01DK099199,2,0.007
R01DK102134,2,0.007
R01DK102438,2,0.007
R01DK102696,2,0.007
R01DK105072,2,0.007
R01DK106000,2,0.007
R01DK106201,2,0.007
R01DK108803,2,0.007
R01ES009718,2,0.007
R01ES017541,2,0.007
R01ES020268,2,0.007
R01ES021900,2,0.007
R01ES023349,2,0.007
R01ES026166,2,0.007
R01ES11682,2,0.007
R01GM128008,2,0.007
R01HD030588,2,0.007
R01HD032194,2,0.007
R01HD034568,2,0.007
R01HD039883,2,0.007
R01HD053731,2,0.007
R01HD057895-01,2,0.007
R01HD086013,2,0.007
R01HD38700,2,0.007
R01HD39883,2,0.007
R01HG003229,2,0.007
R01HL-105826,2,0.007
R01HL016592,2,0.007
R01HL02942,2,0.007
R01HL070847,2,0.007
R01HL071862,2,0.007
R01HL073921,2,0.007
R01HL076784,2,0.007
R01HL080477,2,0.007
R01HL080674,2,0.007
R01HL085710,2,0.007
R01HL089292,2,0.007
R01HL090863,2,0.007
R01HL091881,2,0.007
R01HL092173,2,0.007
R01HL092569,2,0.007
R01HL093246,2,0.007
R01HL093328,2,0.007
R01HL095856,2,0.007
R01HL098297,2,0.007
R01HL101161,2,0.007
R01HL105065,2,0.007
R01HL105826,2,0.007
R01HL107385,2,0.007
R01HL108249,2,0.007
R01HL108427,2,0.007
R01HL109263,2,0.007
R01HL109413,2,0.007
R01HL115150,2,0.007
R01HL118305,2,0.007
R01HL120725,2,0.007
R01HL125246,2,0.007
R01HL126827,2,0.007
R01HL127077,2,0.007
R01HL128226,2,0.007
R01HL128857,2,0.007
R01HL132344,2,0.007
R01HL135008,2,0.007
R01HL13660,2,0.007
R01HL137794,2,0.007
R01HL141434,2,0.007
R01HL142983,2,0.007
R01HL67288,2,0.007
R01HL67406,2,0.007
R01HL71039,2,0.007
R01MD006064,2,0.007
R01MD006104,2,0.007
R01MD007658,2,0.007
R01MH075102,2,0.007
R01MH100298,2,0.007
R01NR007677,2,0.007
R01NR05000,2,0.007
R01NR13466,2,0.007
R01NS085002,2,0.007
R03 AG032004,2,0.007
R03 AG032004-01A1,2,0.007
R03 AG033751,2,0.007
R03 AG046413,2,0.007
R03 HL095429,2,0.007
R03-HD090315,2,0.007
R03AG028504,2,0.007
R03DK095877,2,0.007
R03HD064619,2,0.007
R03SH000037,2,0.007
R06/0020,2,0.007
R07233,2,0.007
R18-CCR22983-01,2,0.007
R18DK089461,2,0.007
R21 7R21HL115398,2,0.007
R21 AG029239,2,0.007
R21 AR056042,2,0.007
R21 AT000388,2,0.007
R21 AT002982,2,0.007
R21 DA019628,2,0.007
R21 DE022422,2,0.007
R21 DK066360,2,0.007
R21 DK073739,2,0.007
R21 DK073739-02,2,0.007
R21 DK074468,2,0.007
R21 DK076009,2,0.007
R21 DK66360-01,2,0.007
R21 ES011666,2,0.007
R21 ES022931,2,0.007
R21 ES024844,2,0.007
R21 HD058715,2,0.007
R21 HD061885,2,0.007
R21 HD51146,2,0.007
R21 HL087858,2,0.007
R21-ES014211,2,0.007
R21-HL-129924,2,0.007
R21-HL121457,2,0.007
R21AA015397,2,0.007
R21AA018175,2,0.007
R21AA024535,2,0.007
R21AG051914,2,0.007
R21AG057983,2,0.007
R21AI079872,2,0.007
R21AT002982,2,0.007
R21CA132133-02S1,2,0.007
R21DK073482,2,0.007
R21DK075068,2,0.007
R21DK089306,2,0.007
R21ES023128,2,0.007
R21ES11666,2,0.007
R21HD051178,2,0.007
R21HL092363,2,0.007
R21HL89422,2,0.007
R21MD006769,2,0.007
R24 AG048024,2,0.007
R24 DK084970,2,0.007
R24 DK092759,2,0.007
R24 DK092759-01,2,0.007
R24 HD041020,2,0.007
R24 HD041041,2,0.007
R24 HD050959-06,2,0.007
R24 HD050959-07,2,0.007
R24 HL076852-04,2,0.007
R24 HL076852-05,2,0.007
R24 HL076857-05,2,0.007
R24 HL076858-05,2,0.007
R24 TW007988,2,0.007
R24AT004641,2,0.007
R24DA017298,2,0.007
R24HD042849,2,0.007
R24HD04786,2,0.007
R24HD047879,2,0.007
R24MD001594,2,0.007
R25 CA056452,2,0.007
R25 CA057713,2,0.007
R25 CA057730,2,0.007
R25 CA092408,2,0.007
R25 CA098566,2,0.007
R25 CA92408,2,0.007
R25 MD007610,2,0.007
R25 MH101076,2,0.007
R25-HD41025,2,0.007
R25CA057699,2,0.007
R25CA087949,2,0.007
R25CA134286,2,0.007
R25DA030310,2,0.007
R25T,2,0.007
R29 CA69421,2,0.007
R29-DK-48362,2,0.007
R35-CA53890,2,0.007
R35HL135818,2,0.007
R35HL139853,2,0.007
R36 HS015686,2,0.007
R36-EH000380,2,0.007
R37 AG011375,2,0.007
R37 AG013196,2,0.007
R37 AG030481,2,0.007
R37 CA070867,2,0.007
R37 CA54281,2,0.007
R37 DA011796,2,0.007
R37 HL023081,2,0.007
R37 HL051021,2,0.007
R37 NS 29993,2,0.007
R37 NS029993,2,0.007
R37 NS089323,2,0.007
R37AA011408,2,0.007
R37AG030481,2,0.007
R49 CCR 703640-08,2,0.007
R56 HL119945,2,0.007
R82471,2,0.007
R826708-01,2,0.007
R827027,2,0.007
RA 459/3-1,2,0.007
RC-201711-2014067,2,0.007
RC1 DK086178,2,0.007
RC1AG035835,2,0.007
RC2 HL103416,2,0.007
RC2 MD004768,2,0.007
RCD 06-287,2,0.007
RCS 02-066-1,2,0.007
RD06/006,2,0.007
RD16/0007/008,2,0.007
RD831861-01,2,0.007
RE 3450/3-1,2,0.007
RE 3450/5-1,2,0.007
RE 3450/5-2,2,0.007
RE/10/005/28296,2,0.007
RES 596-28-0001,2,0.007
RFA-67-16,2,0.007
RFA-DP-11-007,2,0.007
RG/02/005,2,0.007
RG/04/003,2,0.007
RG/08/008,2,0.007
RG/10/05/28296,2,0.007
RG/18/13/33946,2,0.007
RG134592,2,0.007
RG2008/008,2,0.007
RGP-VPP-103,2,0.007
RGP0054/2009-C,2,0.007
RGPIN/5006-2015,2,0.007
RO1 AG034161,2,0.007
RO1 HL065137,2,0.007
RO1 HL105065,2,0.007
RO1 HL40916,2,0.007
RO1 HL51931,2,0.007
RO1 HL64415,2,0.007
RO1 HL67406,2,0.007
RO1 HL68200,2,0.007
RO1 MH087619,2,0.007
RO1 TW05596,2,0.007
RO1-AA020542,2,0.007
RO1-DK57508,2,0.007
RO1-HL-075079,2,0.007
RO1-HL-53560,2,0.007
RO1-HL095086,2,0.007
RO1CA92447,2,0.007
RO1HL080124,2,0.007
RP-PG-0407-10452,2,0.007
RP-PG-0606-1259,2,0.007
RR 00036,2,0.007
RR 00645,2,0.007
RR 0086,2,0.007
RR 019975,2,0.007
RR 03186,2,0.007
RR-00032,2,0.007
RR-00059,2,0.007
RR-00083,2,0.007
RR-00645,2,0.007
RR-024999,2,0.007
RR-05096,2,0.007
RR00095,2,0.007
RR0086,2,0.007
RR020143,2,0.007
RR024140,2,0.007
RR024156,2,0.007
RR029887,2,0.007
RSGPB 113653,2,0.007
RTA6080003,2,0.007
RTIC RD 06/0045,2,0.007
Red INMA G03/176,2,0.007
Res-177-25-0005,2,0.007
S P50 ES012395,2,0.007
S07-RR05818,2,0.007
S10 RR023405,2,0.007
S10RR023461,2,0.007
S324-16/18,2,0.007
SAF2009-12304,2,0.007
SAF2014-55523-R,2,0.007
SAF2014-58335-P,2,0.007
SAF2017-84894-R,2,0.007
SAS 01/264,2,0.007
SBAG-3091,2,0.007
SBRI C-B1-114-1,2,0.007
SDA6237,2,0.007
SFB688,2,0.007
SFRH/BD/78153/2011,2,0.007
SFRH/BSAB/1025/2010,2,0.007
SHF/FG563S/2012,2,0.007
SHSESP14-082,2,0.007
SLT0021600250,2,0.007
SML20180601,2,0.007
SP/09/002,2,0.007
SPHSU1,2,0.007
SR/MED/PHYS/04/01,2,0.007
SS0910,2,0.007
SY[2013]3027,2,0.007
SZ-245 50371-GLUCOSEGENES-FP7-IDEAS-ERC,2,0.007
Salud-2007-C01-70032,2,0.007
Shdc12007309,2,0.007
T-32 HS 000078,2,0.007
T-32DA007292,2,0.007
T-6018,2,0.007
T01,2,0.007
T01-DP000112,2,0.007
T15-LM007124,2,0.007
T32 1T32NR012718-01,2,0.007
T32 5T32DK060414-13,2,0.007
T32 AG000078,2,0.007
T32 AG000129,2,0.007
T32 AG000181,2,0.007
T32 AG00129,2,0.007
T32 AG049676,2,0.007
T32 AR07588,2,0.007
T32 AT000051,2,0.007
T32 AT000052,2,0.007
T32 CA 09492,2,0.007
T32 CA009001,2,0.007
T32 CA009461,2,0.007
T32 CA09330-26,2,0.007
T32 CA193193,2,0.007
T32 DA007250,2,0.007
T32 DA007267,2,0.007
T32 DA024635,2,0.007
T32 DA035200,2,0.007
T32 DK-063687,2,0.007
T32 DK007545,2,0.007
T32 DK007571,2,0.007
T32 DK007703-16,2,0.007
T32 ES007069,2,0.007
T32 ES014562,2,0.007
T32 GM007546,2,0.007
T32 GM008692,2,0.007
T32 H2-0007055,2,0.007
T32 HD 79350-2,2,0.007
T32 HD007081,2,0.007
T32 HD007081-35,2,0.007
T32 HD007339,2,0.007
T32 HD007376,2,0.007
T32 HD052460,2,0.007
T32 HL 069771,2,0.007
T32 HL 098048-02,2,0.007
T32 HL 69771-8,2,0.007
T32 HL007249,2,0.007
T32 HL007261,2,0.007
T32 HL007456,2,0.007
T32 HL007713,2,0.007
T32 HL007779-14,2,0.007
T32 HL007854,2,0.007
T32 HL069772,2,0.007
T32 HL076132,2,0.007
T32 HL082610,2,0.007
T32 HL094301,2,0.007
T32 HL110952,2,0.007
T32 HL125294,2,0.007
T32 HL130357,2,0.007
T32 HL76132,2,0.007
T32 HP12706,2,0.007
T32 HS000046,2,0.007
T32 HS000066,2,0.007
T32 HS000078,2,0.007
T32 HS00083,2,0.007
T32 MH013043,2,0.007
T32 MH014235,2,0.007
T32 MH014588,2,0.007
T32 MH015750,2,0.007
T32 MH019105,2,0.007
T32 MH080634,2,0.007
T32 MH19391,2,0.007
T32 NR007091,2,0.007
T32 NR014225,2,0.007
T32-AG000037,2,0.007
T32-AT-00052,2,0.007
T32-DA007238,2,0.007
T32-DK062707,2,0.007
T32-ES07069-29,2,0.007
T32-HD052458,2,0.007
T32-HL-069771,2,0.007
T32-HL-082610,2,0.007
T32-HL007411,2,0.007
T32-HL125294,2,0.007
T32-MH-017119,2,0.007
T32-NR07073,2,0.007
T32AA007240,2,0.007
T32AG000204,2,0.007
T32AG000247,2,0.007
T32AG020506,2,0.007
T32AG033533,2,0.007
T32AT000051,2,0.007
T32CA128582,2,0.007
T32CA132670,2,0.007
T32DA007292-23,2,0.007
T32DK007203,2,0.007
T32DK007545,2,0.007
T32DK007674-20,2,0.007
T32DK062710,2,0.007
T32DK104721,2,0.007
T32HL00745733,2,0.007
T32HL007854-16,2,0.007
T32HL07560,2,0.007
T32HL079891,2,0.007
T32HL110952,2,0.007
T32HP10010,2,0.007
T32MH019391,2,0.007
T32MH019733,2,0.007
T32MH080634,2,0.007
T32MH18869,2,0.007
T32MHI5750,2,0.007
T32NR007106,2,0.007
T32NS070201,2,0.007
T37-MD001449,2,0.007
T42 OH008434,2,0.007
T42/CCT510-422,2,0.007
T42OH008434,2,0.007
T76-MC00001,2,0.007
TCA 118349,2,0.007
TCIRP102001-02Y1,2,0.007
TCMMP104-06-03,2,0.007
TCRD-I103-01-01,2,0.007
TCRD-TPE-103-RT-2,2,0.007
TCRD-TPE-MOST-103-01,2,0.007
TCRD-TPE-MOST-104-09,2,0.007
TCRD-TPE-NCS-102-01,2,0.007
TL1 TR000137,2,0.007
TMH109787,2,0.007
TR001860,2,0.007
TS-0724,2,0.007
TSGH-C103-135,2,0.007
TYH2010306,2,0.007
U 01 HL72524,2,0.007
U-54 DE 14261-01,2,0.007
U. 1300.00.006.00012.01,2,0.007
U01 AG 12553,2,0.007
U01 AG006786,2,0.007
U01 AG016976,2,0.007
U01 AG017719,2,0.007
U01 AG020487,2,0.007
U01 AG18033,2,0.007
U01 AI034993,2,0.007
U01 CA098216-01,2,0.007
U01 CA154240,2,0.007
U01 DE11886,2,0.007
U01 DK048489-06,2,0.007
U01 DK056842,2,0.007
U01 DK066116,2,0.007
U01 DK066143,2,0.007
U01 DK066174,2,0.007
U01 DK078616,2,0.007
U01 DK094463,2,0.007
U01 DK116041,2,0.007
U01 DP000143,2,0.007
U01 HD051217,2,0.007
U01 HD086861,2,0.007
U01 HG004424,2,0.007
U01 HL 54481,2,0.007
U01 HL038844-13,2,0.007
U01 HL053938,2,0.007
U01 HL054464,2,0.007
U01 HL065521,2,0.007
U01 HL065899,2,0.007
U01 HL066642,2,0.007
U01 HL067893,2,0.007
U01 HL067894,2,0.007
U01 HL067896,2,0.007
U01 HL067897-01,2,0.007
U01 HL067897-02,2,0.007
U01 HL067897-03,2,0.007
U01 HL067900,2,0.007
U01 HL067901,2,0.007
U01 HL072524,2,0.007
U01 HL079214,2,0.007
U01 HL084756,2,0.007
U01 HL087322,2,0.007
U01 HL090864,2,0.007
U01 HL090875,2,0.007
U01 HL096812,2,0.007
U01 HL096902,2,0.007
U01 HL114377,2,0.007
U01 HL65962,2,0.007
U01 HL66642,2,0.007
U01 MH060220,2,0.007
U01 NR004061-06,2,0.007
U01-CE001630,2,0.007
U01-DK-66116,2,0.007
U01-DK-66143,2,0.007
U01-DK-66174,2,0.007
U01-DK66471,2,0.007
U01-DK66526,2,0.007
U01-DK66568,2,0.007
U01-HL-075572-01,2,0.007
U01-HL054463,2,0.007
U01-HL48941-44,2,0.007
U01-HL64829,2,0.007
U01-HL64914,2,0.007
U010H008788,2,0.007
U01AG0 12539,2,0.007
U01AG016976,2,0.007
U01AG023749,2,0.007
U01AG46152,2,0.007
U01CA114583,2,0.007
U01CA152939,2,0.007
U01DK-082194,2,0.007
U01DK056842,2,0.007
U01DK097093,2,0.007
U01DK61734,2,0.007
U01ES012801,2,0.007
U01ES019435,2,0.007
U01HG004424,2,0.007
U01HG004438,2,0.007
U01HG006378,2,0.007
U01HG006379,2,0.007
U01HG006385,2,0.007
U01HG006388,2,0.007
U01HG006389,2,0.007
U01HG007278,2,0.007
U01HL 53937,2,0.007
U01HL 63463,2,0.007
U01HL101456,2,0.007
U01HL41642,2,0.007
U01HL41654,2,0.007
U01HL53937,2,0.007
U01HL63463,2,0.007
U01NS041588,2,0.007
U043503,2,0.007
U10 AA013566,2,0.007
U10 HD21385,2,0.007
U10 HD27904,2,0.007
U10 HD36790,2,0.007
U10 HL054457,2,0.007
U10 HL109164,2,0.007
U10 HL109168,2,0.007
U10 HL109250,2,0.007
U10 HL119992,2,0.007
U10-HL120034,2,0.007
U10EY06594,2,0.007
U10HL110337,2,0.007
U1132001,2,0.007
U1200632239,2,0.007
U13 MH066849,2,0.007
U19 AG023122,2,0.007
U19 AI077439,2,0.007
U24AG047867,2,0.007
U48-DP000567,2,0.007
U48/CCU115807,2,0.007
U48/CCU615784,2,0.007
U48/DP000060,2,0.007
U48/DP001944,2,0.007
U48DP001948,2,0.007
U49-CE000764,2,0.007
U49CE00740,2,0.007
U50/ATU272750,2,0.007
U50/CCU417409,2,0.007
U54 CA 116848,2,0.007
U54 CA116847,2,0.007
U54 CA155496,2,0.007
U54 MD007587,2,0.007
U54 MD007598,2,0.007
U54 RR019234,2,0.007
U54 RR026138,2,0.007
U54 TR001627,2,0.007
U54-CA116847,2,0.007
U54-GM-104941,2,0.007
U54CA153602,2,0.007
U54GM104942,2,0.007
U54MD000502,2,0.007
U54MD010711,2,0.007
U58CCU422782,2,0.007
UG1 CA189961,2,0.007
UG1DA040317,2,0.007
UIPY 1467/07,2,0.007
UL RR 033176,2,0.007
UL1 DE019586,2,0.007
UL1 RR 024153,2,0.007
UL1 RR024134,2,0.007
UL1 RR024160,2,0.007
UL1 RR024986,2,0.007
UL1 RR025011,2,0.007
UL1 RR029890,2,0.007
UL1 TR000002,2,0.007
UL1 TR000038,2,0.007
UL1 TR000114,2,0.007
UL1 TR000150,2,0.007
UL1 TR000153,2,0.007
UL1 TR000439,2,0.007
UL1 TR001105,2,0.007
UL1 TR001108,2,0.007
UL1 TR001422,2,0.007
UL1 TR001425,2,0.007
UL1 TR001430,2,0.007
UL1 TR001445,2,0.007
UL1 TR001857,2,0.007
UL1 TR001998,2,0.007
UL1-DE019859,2,0.007
UL1-RR024989,2,0.007
UL1-RR024992,2,0.007
UL1-RR025005,2,0.007
UL1-RR025780,2,0.007
UL1-TR000004,2,0.007
UL1-TR000040,2,0.007
UL1-TR000157,2,0.007
UL1-TR001881,2,0.007
UL1RR024982,2,0.007
UL1RR025008,2,0.007
UL1RR025747,2,0.007
UL1RR025771,2,0.007
UL1RR031975,2,0.007
UL1RR031980,2,0.007
UL1RR031990,2,0.007
UL1TR000004,2,0.007
UL1TR000050,2,0.007
UL1TR000073,2,0.007
UL1TR000083,2,0.007
UL1TR000093,2,0.007
UL1TR000105-05,2,0.007
UL1TR000117,2,0.007
UL1TR000430,2,0.007
UL1TR001064,2,0.007
UL1TR001442,2,0.007
UL1TR001998,2,0.007
UM1-AI-35043,2,0.007
UM1-AI068641,2,0.007
UM1CA164974,2,0.007
UM1CA17626,2,0.007
UM1CA176726,2,0.007
UO1-AI-31834,2,0.007
UO1-AI-34989,2,0.007
UO1-AI-34993,2,0.007
UO1-AI-34994,2,0.007
UO1-AI-35004,2,0.007
UO1-AI-35039,2,0.007
UO1-AI-35040,2,0.007
UO1-AI-35041,2,0.007
UO1-AI-35042,2,0.007
UO1-AI-42590,2,0.007
