Accession_Number,DOI,Pubmed_ID,Article_Title,Link,Authors,Source,Research_Area,Document Type,Volume,Issue,Pages,Publication_Date,Times_Cited,Journal_Expected_Citations,Category_Expected_Citations,Journal_Normalized_Citation_Impact,Category_Normalized_Citation_Impact,Percentile_in_Subject_Area,Journal_Impact_Factor
WOS:A1993LR35400004,n/a,MEDLINE:8371651,CIGARETTE-SMOKING AND SUBMAXIMAL EXERCISE TEST DURATION IN A BIRACIAL POPULATION OF YOUNG-ADULTS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1993LR35400004,"Sidney, S; Sternfeld, B; Gidding, SS; Jacobs, DR; Bild, DE; Oberman, A; Haskell, WL; Crow, RS; Gardin, JM",MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,SPORT SCIENCES,Article,25,8,911-916,1993,33,81.151685,39.36,0.41,0.8383,34.923,4.029
WOS:A1993MC31100004,10.1093/oxfordjournals.aje.a116884,MEDLINE:8213754,INCONSISTENT ASSOCIATIONS OF CAFFEINE-CONTAINING BEVERAGES WITH BLOOD-PRESSURE AND WITH LIPOPROTEINS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1993MC31100004,"Lewis, CE; Caan, B; Funkhouser, E; Hilner, JE; Bragg, C; Dyer, A; Raczynski, JM; Savage, PJ; Armstrong, MA; Friedman, GD",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,138,7,502-507,1993,11,84.887805,32.7,0.13,0.3364,57.9314,4.526
WOS:A1993KY63100004,n/a,MEDLINE:8389336,PSYCHOSOCIAL CORRELATES OF BODY-FAT DISTRIBUTION IN BLACK-AND-WHITE YOUNG-ADULTS,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1993KY63100004,"Kaye, SA; Folsom, AR; Jacobs, DR; Hughes, GH; Flack, JM",INTERNATIONAL JOURNAL OF OBESITY,NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,17,5,271-277,1993,45,40.105263,33.41,1.12,1.3469,17.4301,4.419
WOS:A1993LL12700012,10.1161/01.ATV.13.7.1037,MEDLINE:8318505,LIPOPROTEIN[A] CONCENTRATIONS AND APOLIPOPROTEIN[A] PHENOTYPES IN CAUCASIANS AND AFRICAN-AMERICANS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1993LL12700012,"Marcovina, SM; Albers, JJ; Jacobs, DR; Perkins, LL; Lewis, CE; Howard, BV; Savage, P",ARTERIOSCLEROSIS AND THROMBOSIS,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE,Article,13,7,1037-1045,1993,128,70.107623,41.84,1.83,3.0591,5.9337,n/a
WOS:A1993MA40600004,10.1006/enrs.1993.1124,MEDLINE:8404773,ENVIRONMENTAL TOBACCO-SMOKE EXPOSURE AS DETERMINED BY COTININE IN BLACK-AND-WHITE YOUNG-ADULTS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1993MA40600004,"Wagenknecht, LE; Manolio, TA; Sidney, S; Burke, GL; Haley, NJ",ENVIRONMENTAL RESEARCH,"ENVIRONMENTAL SCIENCES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,63,1,39-46,1993,37,19.725191,30.33,1.88,1.22,20.7927,5.715
WOS:A1993MP87300001,10.1093/oxfordjournals.aje.a116821,MEDLINE:8266905,PLASMA-FIBRINOGEN - LEVELS AND CORRELATES IN YOUNG-ADULTS,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1993MP87300001,"Folsom, AR; Qamhieh, HT; Flack, JM; Hilner, JE; Liu, K; Howard, BV; Tracy, RP",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,138,12,1023-1036,1993,102,84.887805,32.7,1.2,3.1197,5.6874,4.526
WOS:A1993KV40500061,10.1006/bbrc.1993.1343,MEDLINE:8466495,IDENTIFICATION OF 34 APOLIPOPROTEIN(A) ISOFORMS - DIFFERENTIAL EXPRESSION OF APOLIPOPROTEIN(A) ALLELES BETWEEN AMERICAN BLACKS AND WHITES,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1993KV40500061,"Marcovina, SM; Zhang, ZH; Gaur, VP; Albers, JJ",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,BIOPHYSICS; BIOCHEMISTRY & MOLECULAR BIOLOGY,Article,191,3,1192-1196,1993,209,38.310513,45.03,5.46,4.6417,1.5882,2.985
WOS:A1994BA08H00029,n/a,n/a,RELATION BETWEEN SMOKING AND RESTING CARDIAC FUNCTIONS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994BA08H00029,"Gidding, SS; Xie, XY; Manolio, T; Flack, J; Perkins, L; Gardin, J",PREVENTION OF ATHEROSCLEROSIS AND HYPERTENSION BEGINNING IN YOUTH,"CARDIAC & CARDIOVASCULAR SYSTEMS; PEDIATRICS; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Proceedings Paper,n/a,n/a,216-217,1994,0,0,1.92,0,0,100,n/a
WOS:A1994NL04700006,10.1161/01.ATV.14.5.686,MEDLINE:8172846,HEMOSTATIC FACTORS IN THE CORONARY-ARTERY RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994NL04700006,"Green, D; Ruth, KJ; Folsom, AR; Liu, K",ARTERIOSCLEROSIS AND THROMBOSIS,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE,Article,14,5,686-693,1994,75,84.396887,44.53,0.89,1.6844,12.805,n/a
WOS:A1994NN72500023,10.1001/jama.271.22.1747,MEDLINE:8196117,LONGITUDINAL CHANGES IN ADIPOSITY ASSOCIATED WITH PREGNANCY - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994NN72500023,"Smith, DE; Lewis, CE; Caveny, JL; Perkins, LL; Burke, GL; Bild, DE",JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,NUTRITION & DIETETICS,Article,271,22,1747-1751,1994,214,142.872483,30.23,1.5,7.0791,1.133,45.54
WOS:A1994NB21600004,10.1093/ajh/7.3.234,MEDLINE:8003274,EXERCISE BLOOD-PRESSURE RESPONSE AND 5-YEAR RISK OF ELEVATED BLOOD-PRESSURE IN A COHORT OF YOUNG-ADULTS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994NB21600004,"Manolio, TA; Burke, GL; Savage, PJ; Sidney, S; Gardin, JM; Oberman, A",AMERICAN JOURNAL OF HYPERTENSION,PERIPHERAL VASCULAR DISEASE,Article,7,3,234-241,1994,137,25.92638,48.62,5.28,2.8179,8.0573,2.669
WOS:A1994PC11200016,10.1016/0002-8223(94)91944-5,MEDLINE:8021418,A COMPUTERIZED DIET HISTORY QUESTIONNAIRE FOR EPIDEMIOLOGIC STUDIES,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994PC11200016,"Slattery, ML; Caan, BJ; Duncan, D; Berry, TD; Coates, A; Kerber, R",JOURNAL OF THE AMERICAN DIETETIC ASSOCIATION,NUTRITION & DIETETICS,Article,94,7,761-766,1994,124,26.560284,30.23,4.67,4.1019,3.8163,n/a
WOS:A1994PK21300017,10.1093/oxfordjournals.aje.a117312,n/a,INCONSISTENT ASSOCIATIONS OF CAFFEINE-CONTAINING BEVERAGES WITH BLOOD-PRESSURE AND WITH LIPOPROTEINS - THE CARDIA STUDY - REPLY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994PK21300017,"Lewis, CE; Funkhouser, E; Hilner, JE; Bragg, C; Raczynski, JM; Caan, B; Armstrong, MA; Friedman, GD; Dyer, A; Savage, PJ",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Letter,140,7,666-667,1994,0,2.151163,2.63,0,0,100,4.526
WOS:A1994NN36600006,n/a,MEDLINE:8081431,CHANGES IN MEASUREMENTS OF BODY-FAT DISTRIBUTION ACCOMPANYING WEIGHT CHANGE,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994NN36600006,"Caan, B; Armstrong, MA; Selby, JV; Sadler, M; Folsom, AR; Jacobs, D; Slattery, ML; Hilner, JE; Roseman, J",INTERNATIONAL JOURNAL OF OBESITY,NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,18,6,397-404,1994,35,40.592,33.75,0.86,1.037,24.6571,4.419
WOS:A1994PZ41000017,10.1136/jech.48.6.604,MEDLINE:7830019,INJURY EVENTS - UTILITY OF SELF-REPORT IN RETROSPECTIVE IDENTIFICATION IN THE USA,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994PZ41000017,"Braun, BL; Gerberich, SG; Sidney, S",JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Note,48,6,604-605,1994,26,15.428571,16.78,1.69,1.5493,19.0045,3.342
WOS:A1994PA98700001,10.1016/0895-4356(94)90166-X,MEDLINE:7722583,PRESENTATION - A COMPARISON OF 2 METHODS TO ASCERTAIN DIETARY-INTAKE - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1994PA98700001,"Slattery, ML; Dyer, A; Jacobs, DR; Hilner, JE; Caan, BJ; Bild, DE; Liu, K; McDonald, A; VanHorn, L; Hardin, M",JOURNAL OF CLINICAL EPIDEMIOLOGY,"HEALTH CARE SCIENCES & SERVICES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,47,7,701-711,1994,13,74.453333,29.9,0.17,0.4348,40.8211,4.952
WOS:A1995RP72100039,10.1111/j.1530-0277.1995.tb00987.x,MEDLINE:7485815,ALCOHOL-CONSUMPTION AND PHYSICAL-FITNESS AMONG YOUNG-ADULTS,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995RP72100039,"Braun, BL; Wagenaar, AC; Flack, JM",ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,SUBSTANCE ABUSE,Article,19,4,1048-1054,1995,4,41.587983,31.78,0.1,0.1259,85.4801,3.035
WOS:A1995QL66800009,n/a,MEDLINE:7897300,"RELATIONSHIP AMONG LEWIS PHENOTYPE, CLOTTING FACTORS, AND OTHER CARDIOVASCULAR RISK-FACTORS IN YOUNG-ADULTS",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995QL66800009,"Green, D; Jarrett, O; Ruth, KJ; Folsom, AR; Liu, K",JOURNAL OF LABORATORY AND CLINICAL MEDICINE,"MEDICAL LABORATORY TECHNOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL",Article,125,3,334-339,1995,27,25.191489,31.15,1.07,0.8668,20.9869,n/a
WOS:A1995RL56200019,10.1161/01.CIR.92.3.380,MEDLINE:7634452,RELATIONSHIP OF CARDIOVASCULAR RISK-FACTORS TO ECHOCARDIOGRAPHIC LEFT-VENTRICULAR MASS IN HEALTHY-YOUNG BLACK-AND-WHITE ADULT MEN AND WOMEN - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995RL56200019,"Gardin, JM; Wagenknecht, LE; Antonculver, H; Flack, J; Gidding, S; Kurosaki, T; Wong, ND; Manolio, TA",CIRCULATION,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE,Article,92,3,380-387,1995,213,121.589646,43.49,1.75,4.8982,2.7651,23.603
WOS:A1995RG11000029,10.1016/0735-1097(95)00118-J,MEDLINE:7797754,CARDIAC-FUNCTION IN SMOKERS AND NONSMOKERS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995RG11000029,"Gidding, SS; Xie, XY; Liu, KA; Manolio, T; Flack, JM; Gardin, JM",JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,26,1,211-216,1995,41,84.396476,39.01,0.49,1.0511,25.4246,20.589
WOS:A1995QL40400014,10.1016/0735-1097(94)00469-7,MEDLINE:7884094,LACK OF ASSOCIATION OF RECREATIONAL COCAINE AND ALCOHOL-USE WITH LEFT-VENTRICULAR MASS IN YOUNG-ADULTS - THE CORONARY-ARTERY RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995QL40400014,"Hoegerman, GS; Lewis, CE; Flack, J; Raczynski, JM; Caveny, J; Gardin, JM",JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,25,4,895-900,1995,22,84.396476,39.01,0.26,0.564,42.2742,20.589
WOS:A1995RQ62700011,10.1016/0277-9536(94)00385-7,MEDLINE:7502103,PSYCHOSOCIAL WORK CHARACTERISTICS AND CARDIOVASCULAR-DISEASE RISK-FACTORS IN YOUNG-ADULTS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995RQ62700011,"Greenlund, KJ; Liu, K; Knox, S; McCreath, H; Dyer, AR; Gardin, J",SOCIAL SCIENCE & MEDICINE,"SOCIAL SCIENCES, BIOMEDICAL; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,41,5,717-723,1995,55,58.670996,33.31,0.94,1.6513,12.8478,3.616
WOS:A1995RN85200016,10.1161/01.CIR.92.4.785,MEDLINE:7641357,PREVALENCE OF HYPERTROPHIC CARDIOMYOPATHY IN A GENERAL-POPULATION OF YOUNG-ADULTS - ECHOCARDIOGRAPHIC ANALYSIS OF 4111 SUBJECTS IN THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995RN85200016,"Maron, BJ; Gardin, JM; Flack, JM; Gidding, SS; Kurosaki, TT; Bild, DE",CIRCULATION,PERIPHERAL VASCULAR DISEASE; CARDIAC & CARDIOVASCULAR SYSTEMS,Article,92,4,785-789,1995,1094,121.589646,43.49,9,25.1579,0.0793,23.603
WOS:A1995TC46600021,10.1136/bmj.311.7013.1139,MEDLINE:7580711,BODY-FAT DISTRIBUTION BEFORE PREGNANCY AND GESTATIONAL DIABETES - FINDINGS FROM CORONARY-ARTERY RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995TC46600021,"Zhang, SM; Folsom, AR; Flack, JM; Liu, K",BRITISH MEDICAL JOURNAL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,311,7013,1139-1140,1995,24,79.537162,33.89,0.3,0.7081,35.675,n/a
WOS:A1995TE77700003,10.1093/oxfordjournals.aje.a117555,MEDLINE:7485047,IMPACT OF FATHERS EDUCATION AND PARENTAL SMOKING STATUS ON SMOKING-BEHAVIOR IN YOUNG-ADULTS,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995TE77700003,"Greenlund, KJ; Liu, K; Kiefe, CI; Yunis, C; Dyer, AR; Burke, GL",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,142,10,1029-1033,1995,21,87.119658,33.89,0.24,0.6196,39.7428,4.526
WOS:A1995QK46500026,10.1016/0002-8703(95)90287-2,MEDLINE:7872189,ECHOCARDIOGRAPHIC LEFT-VENTRICULAR SYSTOLIC FUNCTION AND VOLUMES IN YOUNG-ADULTS - DISTRIBUTION AND FACTORS INFLUENCING VARIABILITY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995QK46500026,"Wong, ND; Gardin, JM; Kurosaki, T; Antonculver, H; Sidney, S; Roseman, J; Gidding, S",AMERICAN HEART JOURNAL,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,129,3,571-577,1995,20,34.348387,39.01,0.58,0.5127,44.6355,4.153
WOS:A1995TG91300012,n/a,MEDLINE:8598425,DIETARY ANTIOXIDANTS AND PLASMA-LIPIDS - THE CARDIA STUDY,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1995TG91300012,"Slattery, ML; Jacobs, DR; Dyer, A; Benson, J; Hilner, JE; Caan, BJ",JOURNAL OF THE AMERICAN COLLEGE OF NUTRITION,NUTRITION & DIETETICS,Article,14,6,635-642,1995,17,29.235294,34.56,0.58,0.4919,48.2658,2.297
WOS:A1996UZ75400004,n/a,MEDLINE:8686692,Increase in fasting insulin and glucose over seven years with increasing weight and inactivity of young adults - The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996UZ75400004,"Folsom, AR; Jacobs, DR; Wagenknecht, LE; Winkhart, SP; Yunis, C; Hilner, JE; Savage, PJ; Smith, DE; Flack, JM",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,144,3,235-246,1996,80,76.367647,33.18,1.05,2.4108,8.6062,4.526
WOS:A1996WC83500012,10.2105/AJPH.86.12.1736,MEDLINE:9003130,Cocaine use and characteristics of young adult users from 1987 to 1992: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996WC83500012,"Braun, BL; Murray, D; Hannan, P; Sidney, S; Le, C",AMERICAN JOURNAL OF PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,86,12,1736-1741,1996,15,74.342742,33.18,0.2,0.452,49.8597,6.464
WOS:A1996TN48900008,n/a,MEDLINE:8788322,Correlates and predictors of weight loss in young adults: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996TN48900008,"Bild, DE; Sholinsky, P; Smith, DE; Lewis, CE; Hardin, JM; Burke, GL",INTERNATIONAL JOURNAL OF OBESITY,NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,20,1,47-55,1996,44,40.156566,33.9,1.1,1.2981,18.736,4.419
WOS:A1996UM27000003,10.1111/j.1530-0277.1996.tb01069.x,MEDLINE:8727231,"Relationships between depressive symptoms, anxiety, alcohol consumption, and blood pressure: Results from the CARDIA study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996UM27000003,"JonesWebb, R; Jacobs, DR; Flack, JM; Liu, K",ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,SUBSTANCE ABUSE,Article,20,3,420-427,1996,59,32.916667,28.61,1.79,2.0619,13.1729,3.035
WOS:A1996VN01600005,10.2105/AJPH.86.10.1370,MEDLINE:8876504,Racial discrimination and blood pressure: The CARDIA study of young black and white adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996VN01600005,"Krieger, N; Sidney, S",AMERICAN JOURNAL OF PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,86,10,1370-1378,1996,749,74.342742,33.18,10.07,22.571,0.1247,6.464
WOS:A1996UC78000009,10.1016/1047-2797(95)00135-2,MEDLINE:8775596,Television viewing and cardiovascular risk factors in young adults: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996UC78000009,"Sidney, S; Sternfeld, B; Haskell, WL; Jacobs, DR; Chesney, AM; Hulley, SB",ANNALS OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,6,2,154-159,1996,86,63.134328,33.18,1.36,2.5916,7.7123,2.573
WOS:A1996VA04800010,10.1016/S0002-9149(96)00282-2,MEDLINE:8759809,Prevalence and identification of abnormal lipoprotein levels in a biracial population aged 23 to 35 years (the CARDIA study),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996VA04800010,"Gidding, SS; Liu, K; Bild, DE; Flack, J; Gardin, J; Ruth, KJ; Oberman, A",AMERICAN JOURNAL OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,78,3,304-308,1996,11,34.318182,36.41,0.32,0.3021,55.3613,2.57
WOS:A1996WD85500009,n/a,MEDLINE:9017509,Differences in Lp[a] concentrations and apo[a] polymorphs between black and white Americans,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996WD85500009,"Marcovina, SM; Albers, JJ; Wijsman, E; Zhang, ZH; Chapman, NH; Kennedy, H",JOURNAL OF LIPID RESEARCH,BIOCHEMISTRY & MOLECULAR BIOLOGY,Article,37,12,2569-2585,1996,166,43.045267,58.65,3.86,2.8303,6.8266,4.483
WOS:A1996UZ75400005,n/a,MEDLINE:8686693,Adverse effect of pregnancy on high density lipoprotein (HDL) cholesterol in young adult women - The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996UZ75400005,"Lewis, CE; Funkhouser, E; Raczynski, JM; Sidney, S; Bild, DE; Howard, BV",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,144,3,247-254,1996,45,76.367647,33.18,0.59,1.3561,18.9793,4.526
WOS:A1996UE75900006,n/a,MEDLINE:8610688,"John Henryism, education, and blood pressure in young adults - The CARDIA study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996UE75900006,"McKetney, EC; Ragland, DR",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,143,8,787-791,1996,27,76.367647,33.18,0.35,0.8136,32.2316,4.526
WOS:A1996TL99700012,10.1161/01.CIR.93.1.60,MEDLINE:8616942,Blood pressure in young black and whites: Relevance of obesity and lifestyle factors in determining differences - The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:A1996TL99700012,"Liu, K; Ruth, KJ; Flack, JM; JonesWebb, R; Burke, G; Savage, PJ; Hulley, SB",CIRCULATION,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE,Article,93,1,60-66,1996,85,119.037037,40.12,0.71,2.1184,9.7174,23.603
